marketplace,seller_id,order_id,order_line_id,sku,category,quantity,unit_price,gross_amount,commission_rate_expected,commission_charged,logistics_fee,campaign_discount,net_paid,order_date,payout_date,is_return,refund_amount,commission_refund
trendyol,1000,500755,500755-3,SKU-58,home,1,1709,1709,0.1,162.9,54,0,1492.1,2026-02-22,2026-02-28,0,0,0.0
hepsiburada,1010,500756,500756-2,SKU-68,home,1,151,151,0.1,7.1,59,50,34.900000000000006,2026-01-25,2026-02-01,0,0,0.0
trendyol,1001,500757,500757-3,SKU-29,electronics,3,1142,3426,0.2,685.2,49,100,2591.8,2026-01-01,2026-01-10,0,0,0.0
hepsiburada,1010,500758,500758-2,SKU-56,home,1,1989,1989,0.15,298.35,23,50,1617.65,2026-01-25,2026-01-28,0,0,0.0
hepsiburada,1002,500759,500759-3,SKU-8,cosmetics,1,1139,1139,0.2,227.8,22,0,889.2,2026-01-06,2026-01-10,1,1139,0.0
hepsiburada,1002,500760,500760-3,SKU-68,fashion,1,1657,1657,0.15,248.55,42,0,1366.45,2026-01-24,2026-01-27,0,0,0.0
trendyol,1005,500761,500761-2,SKU-77,electronics,2,865,1730,0.2,346.0,14,50,1320.0,2026-01-29,2026-02-06,0,0,0.0
trendyol,1010,500762,500762-2,SKU-58,cosmetics,1,1082,1082,0.15,162.3,20,100,799.7,2026-03-01,2026-03-04,1,1082,0.0
trendyol,1009,500763,500763-1,SKU-41,electronics,1,1563,1563,0.1,166.3,45,0,1351.7,2026-01-07,2026-01-17,0,0,0.0
trendyol,1005,500764,500764-3,SKU-10,home,1,168,168,0.1,8.8,11,100,48.19999999999999,2026-02-22,2026-03-04,0,0,0.0
trendyol,1007,500765,500765-2,SKU-40,cosmetics,3,1098,3294,0.2,658.8,56,0,2579.2,2026-02-26,2026-03-05,0,0,0.0
hepsiburada,1004,500766,500766-1,SKU-49,home,3,1093,3279,0.2,655.8,45,0,2578.2,2026-01-19,2026-01-29,0,0,0.0
hepsiburada,1005,500767,500767-1,SKU-49,cosmetics,1,1804,1804,0.1,190.4,59,100,1454.6,2026-01-16,2026-01-19,0,0,0.0
trendyol,1004,500768,500768-2,SKU-45,fashion,3,904,2712,0.1,281.2,41,50,2339.8,2026-01-11,2026-01-16,0,0,0.0
trendyol,1003,500769,500769-3,SKU-48,cosmetics,1,863,863,0.1,86.3,30,0,746.7,2026-01-19,2026-01-25,0,0,0.0
hepsiburada,1007,500770,500770-3,SKU-90,fashion,1,1989,1989,0.15,298.35,24,0,1666.65,2026-01-11,2026-01-16,1,1989,0.0
hepsiburada,1006,500771,500771-2,SKU-11,fashion,3,952,2856,0.2,571.2,23,100,2161.8,2026-02-03,2026-02-13,0,0,0.0
hepsiburada,1002,500772,500772-2,SKU-39,home,2,386,772,0.15,115.8,38,0,618.2,2026-01-29,2026-02-07,0,0,0.0
hepsiburada,1008,500773,500773-2,SKU-91,cosmetics,1,447,447,0.15,67.05,13,100,266.95,2026-01-11,2026-01-19,0,0,0.0
trendyol,1003,500774,500774-2,SKU-49,cosmetics,2,712,1424,0.1,142.4,31,100,1150.6,2026-01-07,2026-01-12,0,0,0.0
hepsiburada,1002,500775,500775-2,SKU-88,cosmetics,2,853,1706,0.15,255.9,22,0,1428.1,2026-01-12,2026-01-19,0,0,0.0
trendyol,1003,500776,500776-2,SKU-72,fashion,3,825,2475,0.2,505.0,31,100,1839.0,2026-01-08,2026-01-18,0,0,0.0
hepsiburada,1008,500777,500777-3,SKU-63,fashion,1,224,224,0.15,25.6,26,0,172.4,2026-01-08,2026-01-12,0,0,0.0
hepsiburada,1004,500778,500778-1,SKU-90,fashion,1,305,305,0.15,55.75,13,50,186.25,2026-02-06,2026-02-14,1,305,45.75
hepsiburada,1008,500779,500779-2,SKU-44,electronics,2,1055,2110,0.1,221.0,25,100,1764.0,2026-01-31,2026-02-09,0,0,0.0
trendyol,1004,500780,500780-2,SKU-12,home,1,1429,1429,0.1,142.9,28,0,1258.1,2026-01-12,2026-01-20,0,0,0.0
trendyol,1005,500781,500781-2,SKU-71,cosmetics,3,332,996,0.2,199.2,50,0,746.8,2026-02-02,2026-02-10,0,0,0.0
hepsiburada,1005,500782,500782-2,SKU-59,cosmetics,1,1873,1873,0.15,280.95,52,0,1540.05,2026-01-20,2026-01-27,0,0,0.0
hepsiburada,1010,500783,500783-2,SKU-12,home,3,554,1662,0.1,166.2,40,0,1455.8,2026-01-16,2026-01-19,0,0,0.0
trendyol,1005,500784,500784-2,SKU-22,fashion,1,493,493,0.15,73.95,19,50,350.05,2026-02-01,2026-02-07,0,0,0.0
hepsiburada,1008,500785,500785-1,SKU-50,home,1,983,983,0.1,98.3,13,50,821.7,2026-02-21,2026-03-02,0,0,0.0
hepsiburada,1005,500786,500786-1,SKU-52,electronics,2,323,646,0.1,64.6,23,0,558.4,2026-01-29,2026-02-01,0,0,0.0
trendyol,1008,500787,500787-2,SKU-48,cosmetics,2,1790,3580,0.2,716.0,39,50,2775.0,2026-01-02,2026-01-11,0,0,0.0
hepsiburada,1004,500788,500788-2,SKU-94,electronics,2,340,680,0.1,68.0,57,50,505.0,2026-02-02,2026-02-09,0,0,0.0
hepsiburada,1006,500789,500789-1,SKU-79,electronics,2,1954,3908,0.2,781.6,11,0,3115.4,2026-02-16,2026-02-21,0,0,0.0
trendyol,1005,500790,500790-1,SKU-76,electronics,2,1658,3316,0.2,663.2,52,0,2600.8,2026-01-29,2026-02-08,0,0,0.0
trendyol,1008,500791,500791-3,SKU-70,cosmetics,2,271,542,0.15,81.3,24,50,386.7,2026-01-04,2026-01-07,0,0,0.0
hepsiburada,1002,500792,500792-3,SKU-85,fashion,1,1120,1120,0.1,112.0,41,0,967.0,2026-02-03,2026-02-13,0,0,0.0
hepsiburada,1004,500793,500793-3,SKU-11,electronics,2,265,530,0.1,53.0,46,50,381.0,2026-01-27,2026-02-05,0,0,0.0
trendyol,1005,500794,500794-1,SKU-75,home,2,1595,3190,0.15,470.5,54,0,2665.5,2026-02-10,2026-02-18,0,0,0.0
hepsiburada,1006,500795,500795-3,SKU-73,home,1,1607,1607,0.2,321.4,39,50,1196.6,2026-01-29,2026-02-01,0,0,0.0
trendyol,1007,500796,500796-2,SKU-67,home,2,1954,3908,0.2,773.6,46,0,3088.4,2026-02-01,2026-02-07,0,0,0.0
trendyol,1003,500797,500797-2,SKU-82,fashion,2,690,1380,0.15,199.0,56,100,1025.0,2026-01-30,2026-02-06,1,1380,207.0
hepsiburada,1004,500798,500798-1,SKU-52,home,3,700,2100,0.2,420.0,29,0,1651.0,2026-01-26,2026-01-31,1,2100,420.0
hepsiburada,1009,500799,500799-3,SKU-32,fashion,1,1020,1020,0.1,94.0,27,0,899.0,2026-02-27,2026-03-03,0,0,0.0
hepsiburada,1004,500800,500800-1,SKU-26,fashion,2,591,1182,0.15,177.3,44,0,960.7,2026-01-03,2026-01-12,1,1182,177.3
trendyol,1005,500801,500801-1,SKU-16,fashion,3,252,756,0.2,151.2,45,0,559.8,2026-02-09,2026-02-15,0,0,0.0
trendyol,1009,500802,500802-3,SKU-97,fashion,2,1824,3648,0.1,364.8,25,0,3258.2,2026-02-26,2026-03-03,0,0,0.0
trendyol,1007,500803,500803-3,SKU-52,cosmetics,1,1973,1973,0.2,394.6,57,0,1521.4,2026-01-10,2026-01-13,0,0,0.0
hepsiburada,1010,500804,500804-1,SKU-26,fashion,2,736,1472,0.15,220.8,53,50,1148.2,2026-02-23,2026-03-02,0,0,0.0
hepsiburada,1003,500805,500805-2,SKU-78,fashion,3,413,1239,0.1,123.9,46,100,969.0999999999999,2026-02-12,2026-02-17,0,0,0.0
trendyol,1003,500806,500806-3,SKU-91,fashion,2,518,1036,0.15,155.4,32,0,848.6,2026-01-08,2026-01-14,0,0,0.0
hepsiburada,1009,500807,500807-2,SKU-30,home,3,128,384,0.2,86.8,33,0,264.2,2026-01-22,2026-01-31,0,0,0.0
hepsiburada,1003,500808,500808-3,SKU-69,electronics,2,1533,3066,0.1,316.6,33,50,2666.4,2026-02-19,2026-02-25,1,3066,0.0
hepsiburada,1004,500809,500809-3,SKU-84,fashion,2,453,906,0.2,181.2,33,0,691.8,2026-01-04,2026-01-10,1,906,0.0
trendyol,1006,500810,500810-1,SKU-46,fashion,2,225,450,0.1,45.0,13,0,392.0,2026-02-11,2026-02-16,0,0,0.0
hepsiburada,1003,500811,500811-1,SKU-44,electronics,3,852,2556,0.1,255.6,19,0,2281.4,2026-02-15,2026-02-21,0,0,0.0
hepsiburada,1000,500812,500812-3,SKU-23,cosmetics,1,1918,1918,0.2,375.6,37,50,1455.4,2026-02-11,2026-02-16,0,0,0.0
hepsiburada,1008,500813,500813-2,SKU-84,cosmetics,3,1230,3690,0.2,738.0,54,0,2898.0,2026-02-19,2026-02-23,0,0,0.0
hepsiburada,1006,500814,500814-1,SKU-74,cosmetics,2,112,224,0.15,43.6,12,50,118.4,2026-01-16,2026-01-25,1,224,0.0
hepsiburada,1002,500815,500815-1,SKU-1,fashion,3,1649,4947,0.15,742.05,53,100,4051.95,2026-01-06,2026-01-11,0,0,0.0
hepsiburada,1002,500816,500816-2,SKU-74,electronics,3,1417,4251,0.2,850.2,17,100,3283.8,2026-01-18,2026-01-27,0,0,0.0
trendyol,1008,500817,500817-3,SKU-29,home,3,868,2604,0.2,520.8,31,50,2002.1999999999998,2026-01-13,2026-01-17,0,0,0.0
trendyol,1010,500818,500818-2,SKU-21,home,3,1034,3102,0.2,620.4,36,0,2445.6,2026-01-10,2026-01-13,0,0,0.0
trendyol,1007,500819,500819-1,SKU-86,fashion,2,181,362,0.15,54.3,42,0,265.7,2026-01-30,2026-02-09,0,0,0.0
trendyol,1001,500820,500820-2,SKU-74,fashion,1,633,633,0.2,118.6,18,0,496.4,2026-02-03,2026-02-13,0,0,0.0
hepsiburada,1003,500821,500821-1,SKU-62,cosmetics,3,192,576,0.2,125.2,10,0,440.8,2026-01-31,2026-02-03,0,0,0.0
trendyol,1003,500822,500822-1,SKU-61,electronics,3,1699,5097,0.2,1029.4,33,0,4034.6,2026-01-22,2026-01-28,0,0,0.0
trendyol,1002,500823,500823-2,SKU-24,cosmetics,2,668,1336,0.1,125.6,17,0,1193.4,2026-02-08,2026-02-13,1,1336,133.6
hepsiburada,1008,500824,500824-1,SKU-73,home,2,727,1454,0.2,290.8,54,0,1109.2,2026-02-26,2026-03-08,0,0,0.0
trendyol,1006,500825,500825-3,SKU-6,home,3,1185,3555,0.15,533.25,25,0,2996.75,2026-03-02,2026-03-06,0,0,0.0
hepsiburada,1007,500826,500826-2,SKU-25,cosmetics,2,1677,3354,0.15,513.1,18,0,2822.9,2026-01-02,2026-01-05,1,3354,0.0
hepsiburada,1002,500827,500827-2,SKU-74,cosmetics,2,1896,3792,0.2,758.4,23,50,2960.6,2026-01-20,2026-01-30,1,3792,0.0
hepsiburada,1008,500828,500828-2,SKU-28,fashion,2,1318,2636,0.2,519.2,14,50,2052.8,2026-02-02,2026-02-08,0,0,0.0
hepsiburada,1001,500829,500829-1,SKU-93,electronics,2,748,1496,0.1,159.6,25,100,1211.4,2026-02-04,2026-02-07,0,0,0.0
trendyol,1005,500830,500830-3,SKU-16,fashion,1,1985,1985,0.15,297.75,36,50,1601.25,2026-01-07,2026-01-14,1,1985,297.75
hepsiburada,1001,500831,500831-1,SKU-57,cosmetics,1,1583,1583,0.15,247.45,37,0,1298.55,2026-01-22,2026-01-27,0,0,0.0
trendyol,1003,500832,500832-1,SKU-63,electronics,3,1622,4866,0.2,973.2,36,100,3756.8,2026-01-29,2026-02-04,0,0,0.0
hepsiburada,1003,500833,500833-1,SKU-91,home,2,1741,3482,0.2,696.4,60,0,2725.6,2026-01-02,2026-01-10,0,0,0.0
hepsiburada,1003,500834,500834-3,SKU-93,cosmetics,3,1404,4212,0.1,421.2,51,100,3639.8,2026-03-02,2026-03-07,0,0,0.0
trendyol,1010,500835,500835-3,SKU-28,fashion,3,1757,5271,0.1,527.1,54,50,4639.9,2026-03-01,2026-03-04,0,0,0.0
hepsiburada,1003,500836,500836-2,SKU-8,cosmetics,2,1464,2928,0.15,439.2,20,0,2468.8,2026-02-27,2026-03-04,0,0,0.0
trendyol,1009,500837,500837-2,SKU-96,fashion,2,737,1474,0.1,147.4,10,0,1316.6,2026-02-20,2026-03-02,1,1474,147.4
hepsiburada,1010,500838,500838-2,SKU-84,home,2,1788,3576,0.1,357.6,28,100,3090.4,2026-02-13,2026-02-20,0,0,0.0
trendyol,1008,500839,500839-1,SKU-22,electronics,3,911,2733,0.1,273.3,39,100,2320.7,2026-02-24,2026-03-03,0,0,0.0
trendyol,1000,500840,500840-3,SKU-38,fashion,1,607,607,0.2,131.4,16,0,459.6,2026-01-14,2026-01-17,1,607,0.0
hepsiburada,1006,500841,500841-2,SKU-87,fashion,1,1818,1818,0.1,181.8,28,0,1608.2,2026-01-20,2026-01-27,1,1818,0.0
trendyol,1000,500842,500842-1,SKU-39,home,3,1933,5799,0.1,571.9,34,100,5093.1,2026-01-03,2026-01-09,0,0,0.0
hepsiburada,1005,500843,500843-3,SKU-58,home,1,441,441,0.1,44.1,23,0,373.9,2026-01-01,2026-01-04,0,0,0.0
hepsiburada,1006,500844,500844-1,SKU-15,fashion,1,386,386,0.1,48.6,13,0,324.4,2026-01-31,2026-02-03,0,0,0.0
trendyol,1008,500845,500845-2,SKU-2,home,3,1961,5883,0.1,598.3,45,50,5189.7,2026-01-24,2026-01-31,0,0,0.0
trendyol,1002,500846,500846-1,SKU-75,fashion,3,1195,3585,0.2,727.0,36,0,2822.0,2026-01-12,2026-01-15,0,0,0.0
trendyol,1010,500847,500847-3,SKU-76,home,1,1015,1015,0.15,144.25,34,100,736.75,2026-01-30,2026-02-08,0,0,0.0
hepsiburada,1009,500848,500848-1,SKU-18,electronics,1,1690,1690,0.15,253.5,10,50,1376.5,2026-01-30,2026-02-08,1,1690,0.0
hepsiburada,1010,500849,500849-3,SKU-87,fashion,3,1172,3516,0.2,703.2,34,0,2778.8,2026-02-10,2026-02-20,1,3516,703.2
hepsiburada,1007,500850,500850-1,SKU-14,home,3,1564,4692,0.15,703.8,21,50,3917.2,2026-02-07,2026-02-11,0,0,0.0
hepsiburada,1009,500851,500851-2,SKU-9,cosmetics,3,1079,3237,0.2,657.4,54,50,2475.6,2026-01-09,2026-01-19,0,0,0.0
trendyol,1009,500852,500852-3,SKU-5,home,2,391,782,0.1,78.2,24,0,679.8,2026-02-24,2026-03-05,0,0,0.0
hepsiburada,1000,500853,500853-2,SKU-53,electronics,3,727,2181,0.15,327.15,31,50,1772.85,2026-01-12,2026-01-21,0,0,0.0
trendyol,1010,500854,500854-2,SKU-20,home,1,527,527,0.1,52.7,47,50,377.3,2026-01-08,2026-01-12,0,0,0.0
hepsiburada,1003,500855,500855-2,SKU-12,electronics,1,1060,1060,0.15,151.0,19,100,790.0,2026-02-01,2026-02-08,0,0,0.0
trendyol,1004,500856,500856-2,SKU-53,home,3,334,1002,0.1,100.2,30,0,871.8,2026-01-05,2026-01-14,0,0,0.0
hepsiburada,1007,500857,500857-3,SKU-10,home,2,154,308,0.1,40.8,32,100,135.2,2026-02-28,2026-03-09,0,0,0.0
trendyol,1008,500858,500858-1,SKU-53,electronics,2,1583,3166,0.15,474.9,32,0,2659.1,2026-02-10,2026-02-15,0,0,0.0
hepsiburada,1002,500859,500859-1,SKU-25,home,3,1811,5433,0.2,1086.6,37,0,4309.4,2026-01-01,2026-01-10,0,0,0.0
hepsiburada,1002,500860,500860-1,SKU-94,electronics,3,789,2367,0.1,228.7,45,50,2043.3000000000002,2026-02-21,2026-03-02,0,0,0.0
trendyol,1005,500861,500861-3,SKU-37,fashion,2,1036,2072,0.1,207.2,16,50,1798.8,2026-01-02,2026-01-09,0,0,0.0
hepsiburada,1002,500862,500862-3,SKU-45,home,2,1353,2706,0.2,541.2,44,100,2020.8000000000002,2026-02-26,2026-03-02,1,2706,0.0
trendyol,1005,500863,500863-1,SKU-28,fashion,2,692,1384,0.2,276.8,42,0,1065.2,2026-02-26,2026-03-07,0,0,0.0
hepsiburada,1002,500864,500864-1,SKU-5,electronics,2,1528,3056,0.2,611.2,31,0,2413.8,2026-02-27,2026-03-04,0,0,0.0
hepsiburada,1001,500865,500865-1,SKU-99,fashion,1,1847,1847,0.15,269.05,37,50,1490.95,2026-01-27,2026-01-30,0,0,0.0
hepsiburada,1000,500866,500866-2,SKU-21,home,1,105,105,0.1,10.5,51,0,43.5,2026-01-15,2026-01-23,0,0,0.0
trendyol,1009,500867,500867-2,SKU-65,fashion,3,1117,3351,0.15,494.65,54,50,2752.35,2026-02-02,2026-02-11,1,3351,502.65
hepsiburada,1005,500868,500868-2,SKU-60,fashion,2,376,752,0.15,112.8,56,100,483.20000000000005,2026-01-28,2026-02-07,0,0,0.0
hepsiburada,1001,500869,500869-2,SKU-2,cosmetics,2,492,984,0.1,98.4,13,0,872.6,2026-02-28,2026-03-06,0,0,0.0
trendyol,1005,500870,500870-2,SKU-74,electronics,2,116,232,0.2,46.4,52,50,83.6,2026-01-25,2026-01-31,1,232,0.0
trendyol,1010,500871,500871-3,SKU-48,electronics,1,964,964,0.2,192.8,59,0,712.2,2026-02-17,2026-02-21,0,0,0.0
trendyol,1001,500872,500872-3,SKU-81,home,1,1323,1323,0.15,198.45,19,0,1105.55,2026-02-15,2026-02-24,1,1323,0.0
trendyol,1009,500873,500873-2,SKU-81,fashion,2,591,1182,0.1,118.2,48,0,1015.8,2026-01-07,2026-01-12,0,0,0.0
hepsiburada,1001,500874,500874-1,SKU-8,cosmetics,2,1688,3376,0.1,337.6,32,0,3006.4,2026-02-18,2026-02-26,0,0,0.0
hepsiburada,1005,500875,500875-2,SKU-12,fashion,1,775,775,0.15,116.25,24,0,634.75,2026-01-02,2026-01-09,0,0,0.0
hepsiburada,1007,500876,500876-3,SKU-90,home,1,390,390,0.2,78.0,22,0,290.0,2026-01-14,2026-01-17,1,390,0.0
trendyol,1003,500877,500877-1,SKU-63,home,3,806,2418,0.1,251.8,47,0,2119.2,2026-02-28,2026-03-08,0,0,0.0
hepsiburada,1002,500878,500878-3,SKU-71,home,3,1131,3393,0.1,339.3,52,0,3001.7,2026-02-23,2026-02-28,0,0,0.0
trendyol,1008,500879,500879-2,SKU-59,fashion,3,1670,5010,0.1,511.0,16,0,4483.0,2026-02-12,2026-02-22,1,5010,501.0
hepsiburada,1002,500880,500880-2,SKU-6,home,3,913,2739,0.1,265.9,56,0,2417.1,2026-02-02,2026-02-11,0,0,0.0
hepsiburada,1006,500881,500881-3,SKU-46,cosmetics,2,542,1084,0.1,108.4,12,0,963.6,2026-02-28,2026-03-07,0,0,0.0
trendyol,1007,500882,500882-2,SKU-20,cosmetics,3,600,1800,0.1,180.0,38,100,1482.0,2026-01-23,2026-01-27,0,0,0.0
hepsiburada,1008,500883,500883-3,SKU-17,fashion,3,1736,5208,0.2,1041.6,35,50,4081.3999999999996,2026-02-16,2026-02-24,0,0,0.0
hepsiburada,1008,500884,500884-3,SKU-20,fashion,1,803,803,0.1,80.3,12,0,710.7,2026-02-23,2026-03-05,0,0,0.0
hepsiburada,1003,500885,500885-2,SKU-46,electronics,1,1047,1047,0.1,104.7,27,100,815.3,2026-01-31,2026-02-05,0,0,0.0
hepsiburada,1008,500886,500886-1,SKU-39,cosmetics,1,779,779,0.2,155.8,34,0,589.2,2026-01-28,2026-02-01,0,0,0.0
trendyol,1010,500887,500887-3,SKU-73,cosmetics,3,861,2583,0.1,258.3,34,50,2240.7,2026-02-22,2026-03-01,0,0,0.0
hepsiburada,1008,500888,500888-1,SKU-24,home,2,1822,3644,0.15,556.6,23,0,3064.4,2026-02-19,2026-03-01,0,0,0.0
trendyol,1004,500889,500889-1,SKU-72,electronics,1,1638,1638,0.15,245.7,26,0,1366.3,2026-02-25,2026-03-05,0,0,0.0
trendyol,1007,500890,500890-1,SKU-32,cosmetics,2,1842,3684,0.2,736.8,12,0,2935.2,2026-01-05,2026-01-11,1,3684,0.0
trendyol,1005,500891,500891-3,SKU-66,cosmetics,1,568,568,0.2,105.6,47,0,415.4,2026-02-27,2026-03-03,0,0,0.0
trendyol,1001,500892,500892-1,SKU-35,electronics,2,1890,3780,0.15,577.0,58,0,3145.0,2026-01-04,2026-01-08,0,0,0.0
trendyol,1004,500893,500893-1,SKU-33,home,1,442,442,0.1,54.2,35,50,302.8,2026-02-13,2026-02-21,0,0,0.0
trendyol,1002,500894,500894-3,SKU-70,electronics,1,109,109,0.2,21.8,35,50,2.200000000000003,2026-01-24,2026-01-28,1,109,21.8
trendyol,1007,500895,500895-2,SKU-44,home,3,1856,5568,0.15,835.2,19,0,4713.8,2026-02-20,2026-02-27,1,5568,0.0
trendyol,1010,500896,500896-1,SKU-19,home,2,217,434,0.1,35.4,30,50,318.6,2026-01-03,2026-01-07,0,0,0.0
hepsiburada,1005,500897,500897-3,SKU-87,fashion,1,1481,1481,0.2,288.2,26,50,1116.8,2026-01-14,2026-01-24,0,0,0.0
trendyol,1010,500898,500898-2,SKU-34,cosmetics,1,1173,1173,0.15,167.95,11,0,994.05,2026-01-19,2026-01-22,0,0,0.0
trendyol,1005,500899,500899-3,SKU-8,fashion,3,1819,5457,0.1,537.7,52,0,4867.3,2026-02-11,2026-02-17,0,0,0.0
trendyol,1001,500900,500900-3,SKU-39,electronics,3,528,1584,0.2,316.8,21,0,1246.2,2026-01-14,2026-01-19,1,1584,0.0
trendyol,1010,500901,500901-2,SKU-53,fashion,2,180,360,0.15,54.0,41,0,265.0,2026-02-18,2026-02-25,0,0,0.0
trendyol,1005,500902,500902-2,SKU-64,electronics,1,928,928,0.2,185.6,49,0,693.4,2026-02-22,2026-03-01,1,928,185.6
hepsiburada,1002,500903,500903-1,SKU-55,fashion,2,891,1782,0.2,366.4,29,50,1336.6,2026-01-12,2026-01-16,0,0,0.0
hepsiburada,1005,500904,500904-1,SKU-18,home,2,879,1758,0.1,167.8,29,0,1561.2,2026-02-16,2026-02-21,0,0,0.0
trendyol,1010,500905,500905-3,SKU-74,electronics,3,1881,5643,0.2,1128.6,56,0,4458.4,2026-01-10,2026-01-19,1,5643,1128.6
hepsiburada,1000,500906,500906-3,SKU-71,fashion,1,483,483,0.2,106.6,33,100,243.39999999999998,2026-02-10,2026-02-20,0,0,0.0
hepsiburada,1008,500907,500907-3,SKU-91,fashion,3,1363,4089,0.2,817.8,57,100,3114.2,2026-01-28,2026-02-01,0,0,0.0
hepsiburada,1006,500908,500908-2,SKU-46,cosmetics,1,1997,1997,0.15,299.55,53,50,1594.45,2026-01-06,2026-01-13,0,0,0.0
trendyol,1009,500909,500909-3,SKU-68,fashion,3,562,1686,0.2,337.2,12,0,1336.8,2026-03-02,2026-03-10,0,0,0.0
hepsiburada,1001,500910,500910-1,SKU-14,fashion,3,1755,5265,0.15,789.75,26,100,4349.25,2026-01-31,2026-02-03,0,0,0.0
hepsiburada,1005,500911,500911-1,SKU-23,fashion,1,960,960,0.1,106.0,29,100,725.0,2026-01-24,2026-01-31,0,0,0.0
trendyol,1001,500912,500912-1,SKU-2,fashion,1,135,135,0.15,20.25,38,0,76.75,2026-02-20,2026-02-24,0,0,0.0
trendyol,1009,500913,500913-3,SKU-36,home,2,1164,2328,0.15,349.2,54,0,1924.8,2026-01-12,2026-01-19,1,2328,0.0
trendyol,1009,500914,500914-2,SKU-65,home,3,463,1389,0.1,138.9,24,100,1126.1,2026-02-01,2026-02-09,0,0,0.0
trendyol,1010,500915,500915-3,SKU-59,home,1,1070,1070,0.15,160.5,60,0,849.5,2026-01-11,2026-01-15,0,0,0.0
hepsiburada,1009,500916,500916-3,SKU-82,cosmetics,1,1494,1494,0.2,298.8,51,0,1144.2,2026-02-10,2026-02-18,0,0,0.0
trendyol,1009,500917,500917-3,SKU-61,cosmetics,2,1366,2732,0.1,273.2,23,0,2435.8,2026-01-22,2026-01-27,0,0,0.0
trendyol,1004,500918,500918-3,SKU-13,cosmetics,2,213,426,0.15,63.9,20,100,242.10000000000002,2026-02-10,2026-02-20,0,0,0.0
trendyol,1006,500919,500919-3,SKU-69,fashion,3,1909,5727,0.2,1145.4,11,50,4520.6,2026-01-09,2026-01-15,0,0,0.0
trendyol,1008,500920,500920-2,SKU-96,electronics,2,833,1666,0.1,166.6,18,0,1481.4,2026-02-12,2026-02-20,1,1666,0.0
hepsiburada,1003,500921,500921-2,SKU-44,fashion,3,1185,3555,0.1,355.5,49,0,3150.5,2026-01-05,2026-01-14,1,3555,355.5
trendyol,1009,500922,500922-1,SKU-15,cosmetics,1,379,379,0.2,85.8,23,0,270.2,2026-02-22,2026-02-27,1,379,0.0
trendyol,1005,500923,500923-3,SKU-77,cosmetics,1,1648,1648,0.1,164.8,50,0,1433.2,2026-02-15,2026-02-25,1,1648,164.8
trendyol,1001,500924,500924-1,SKU-89,cosmetics,2,1191,2382,0.15,357.3,43,0,1981.7,2026-01-15,2026-01-21,1,2382,357.3
trendyol,1002,500925,500925-3,SKU-70,home,2,1014,2028,0.2,405.6,41,50,1531.4,2026-01-11,2026-01-20,0,0,0.0
hepsiburada,1010,500926,500926-2,SKU-38,fashion,2,425,850,0.15,119.5,60,100,570.5,2026-01-30,2026-02-04,0,0,0.0
trendyol,1000,500927,500927-3,SKU-99,home,1,726,726,0.15,118.9,57,0,550.1,2026-01-18,2026-01-21,0,0,0.0
trendyol,1000,500928,500928-1,SKU-61,cosmetics,3,1916,5748,0.1,566.8,39,0,5142.2,2026-02-25,2026-02-28,0,0,0.0
hepsiburada,1007,500929,500929-2,SKU-34,electronics,2,1211,2422,0.15,363.3,31,50,1977.6999999999998,2026-01-06,2026-01-15,0,0,0.0
trendyol,1001,500930,500930-2,SKU-47,home,1,1863,1863,0.2,382.6,23,50,1407.4,2026-01-26,2026-02-03,0,0,0.0
hepsiburada,1008,500931,500931-1,SKU-98,fashion,1,1321,1321,0.2,264.2,10,0,1046.8,2026-02-13,2026-02-19,1,1321,264.2
hepsiburada,1010,500932,500932-3,SKU-63,home,2,418,836,0.1,83.6,10,100,642.4,2026-01-07,2026-01-14,0,0,0.0
hepsiburada,1005,500933,500933-2,SKU-52,home,1,1012,1012,0.1,93.2,25,0,893.8,2026-01-31,2026-02-07,0,0,0.0
hepsiburada,1010,500934,500934-1,SKU-49,fashion,3,897,2691,0.2,538.2,33,0,2119.8,2026-02-16,2026-02-25,1,2691,538.2
hepsiburada,1007,500935,500935-2,SKU-83,electronics,2,1036,2072,0.2,406.4,26,0,1639.6,2026-02-06,2026-02-13,0,0,0.0
trendyol,1000,500936,500936-3,SKU-5,cosmetics,2,1090,2180,0.15,327.0,39,100,1714.0,2026-01-27,2026-02-02,1,2180,327.0
trendyol,1000,500937,500937-2,SKU-20,electronics,3,202,606,0.1,70.6,33,0,502.4,2026-02-28,2026-03-06,1,606,60.6
hepsiburada,1010,500938,500938-3,SKU-19,fashion,3,1493,4479,0.2,895.8,25,0,3558.2,2026-01-19,2026-01-23,1,4479,895.8
hepsiburada,1009,500939,500939-1,SKU-68,cosmetics,2,918,1836,0.1,175.6,36,0,1624.4,2026-01-07,2026-01-13,1,1836,183.6
hepsiburada,1009,500940,500940-1,SKU-64,home,1,501,501,0.15,85.15,37,0,378.85,2026-01-21,2026-01-28,0,0,0.0
hepsiburada,1006,500941,500941-2,SKU-24,cosmetics,1,901,901,0.1,90.1,18,0,792.9,2026-01-10,2026-01-14,0,0,0.0
hepsiburada,1002,500942,500942-2,SKU-22,electronics,3,1017,3051,0.2,610.2,24,0,2416.8,2026-02-22,2026-03-04,0,0,0.0
trendyol,1008,500943,500943-1,SKU-63,cosmetics,1,181,181,0.15,27.15,46,50,57.849999999999994,2026-02-22,2026-03-04,1,181,0.0
